Tabela,Row,Alpha,B,t1,t2,w_lim,Iteracoes,Success,Objective
0,0,0.3,1000.0,0.1,0.05,5.441997644968854,5,False,-79955285.81573875
0,1,0.35,1000.0,0.1,0.05,5.441997644968854,5,False,-86813543.16454172
0,2,0.39999999999999997,1000.0,0.1,0.05,5.441997644968854,5,False,-95625611.0573952
0,3,0.44999999999999996,1000.0,0.1,0.05,5.441997644968854,5,False,-106815612.48297596
0,4,0.49999999999999994,1000.0,0.1,0.05,5.441997644968854,5,False,-120978413.83121318
0,5,0.5499999999999999,1000.0,0.1,0.05,5.441997644968854,5,False,-138938843.18471035
0,6,0.5999999999999999,1500.1231640545639,0.04998768359454363,0.52011577421129,3.9831395532273204,10,False,-166237547.63388357
