Tabela,Row,Alpha,B,t,Iteracoes,Success,Objective
5,4,0.34,667.7520240962978,0.3836687894798964,14,True,-522606286.9409618
5,5,0.35000000000000003,688.5732407289258,0.38199918269077654,12,True,-531244314.98122543
5,6,0.36000000000000004,709.5293244769682,0.38043015416592757,10,True,-540288160.9009355
5,7,0.37000000000000005,730.3782104580514,0.37874478346189466,42,True,-549751237.8578099
5,8,0.38000000000000006,751.2782283385096,0.3770898914559386,17,True,-559647973.9969193
5,9,0.39000000000000007,772.1701927157022,0.37541817866113547,11,True,-569993852.4136976
5,10,0.4000000000000001,793.0968020662485,0.37376622459545855,10,True,-580805455.1037335
5,11,0.4100000000000001,813.9695275638221,0.37207084347933544,69,True,-592100513.5618337
5,12,0.4200000000000001,834.840742881443,0.3703756986444443,21,True,-603897964.8967495
5,13,0.4300000000000001,855.7255711949041,0.368693188279049,22,True,-616218014.4029707
5,14,0.4400000000000001,876.5170337018983,0.3669566118282984,11,True,-629082204.6072407
5,15,0.4500000000000001,897.3178214649499,0.36523694440282206,36,True,-642513490.2853514
5,16,0.46000000000000013,918.066137414011,0.3634985137169341,12,True,-656536322.0582099
5,17,0.47000000000000014,938.7503896114866,0.36173917291338425,13,True,-671176736.7389717
5,18,0.48000000000000015,959.4107683235691,0.35998524434060375,14,True,-686462456.4431598
5,19,0.49000000000000016,979.9193663528479,0.35817159831218937,60,True,-702422996.3081981
5,20,0.5000000000000002,1000.4861563918183,0.3564124666397784,11,True,-719089783.5507623
5,21,0.5100000000000002,1020.9139605024725,0.3546085572451167,35,True,-736496283.2485179
5,22,0.5200000000000002,1041.0640755657491,0.35270153006593924,10,True,-754678138.6762103
5,23,0.5300000000000002,1061.496086415413,0.35095740962267186,12,True,-773673332.674465
5,24,0.5400000000000003,1081.7641323538016,0.3491668821085424,8,True,-793522332.6228999
5,25,0.5500000000000003,1101.6436553214235,0.34724131517912804,9,True,-814268297.0570534
5,26,0.5600000000000003,1121.5458638683765,0.3453641822248545,11,True,-835957253.4880916
5,27,0.5700000000000003,1141.351231080379,0.3434854987946511,103,True,-858638326.389868
5,28,0.5800000000000003,1161.0885816810867,0.3416184017637843,12,True,-882363968.1132762
5,29,0.5900000000000003,1180.4928596287257,0.3396650726647369,8,True,-907190220.5515449
5,30,0.6000000000000003,1199.8619552647242,0.33774266356359595,14,True,-933176994.6942079
6,0,0.3,584.5383828843487,0.3900935713305914,26,True,-524672817.49086994
6,1,0.31,605.268655346677,0.3884722279957195,15,True,-532278161.02893645
6,2,0.32,626.0389451519711,0.386851550052529,21,True,-540269358.2408986
6,3,0.33,646.837923713834,0.3852228830256576,62,True,-548656684.4014566
6,4,0.34,667.6702593923048,0.38359497091676026,122,True,-557451390.0923438
6,5,0.35000000000000003,688.5216215684352,0.3819572513637246,14,True,-566665719.0108731
6,6,0.36000000000000004,709.3863171900579,0.3803088458553162,10,True,-576312931.9426657
6,7,0.37000000000000005,730.2801518340234,0.3786674457078152,11,True,-586407336.7794158
6,8,0.38000000000000006,751.1498817655882,0.37699151972788514,14,True,-596964324.2164664
6,9,0.39000000000000007,772.0794779328265,0.37535356713947177,16,True,-608000409.9020928
6,10,0.4000000000000001,792.9670944468085,0.37367546577219124,31,True,-619533281.4743464
6,11,0.4100000000000001,813.8775527689686,0.37201101510562623,10,True,-631581852.715588
6,12,0.4200000000000001,834.7085115147589,0.3702909068805205,12,True,-644166323.9960418
6,13,0.4300000000000001,855.5043139392195,0.3685534135951675,11,True,-657308247.3033144
6,14,0.4400000000000001,876.36089521401,0.36686366369319806,10,True,-671030602.3516089
6,15,0.4500000000000001,897.107056897983,0.36511458789072465,13,True,-685357873.672027
6,16,0.46000000000000013,917.9010121820139,0.36340763298063317,15,True,-700316143.0053215
6,17,0.47000000000000014,938.6066981238572,0.3616639011198884,9,True,-715933182.4280599
6,18,0.48000000000000015,959.2203549051549,0.3598875902695638,139,True,-732238562.6247624
6,19,0.49000000000000016,979.723531880197,0.35807480791022944,15,True,-749263766.363291
6,20,0.5000000000000002,1000.2883435263088,0.3563182616993178,34,True,-767042316.2673604
6,21,0.5100000000000002,1020.7066702448828,0.3545131906699261,17,True,-785609908.1738365
6,22,0.5200000000000002,1041.0049871451713,0.352679073121815,11,True,-805004563.6627923
6,23,0.5300000000000002,1061.2713682539895,0.3508608290671587,9,True,-825266791.1416618
6,24,0.5400000000000003,1081.3089142911613,0.34897276474403527,20,True,-846439762.5755804
6,25,0.5500000000000003,1101.5958525828312,0.3472261650827001,10,True,-868569507.2589163
6,26,0.5600000000000003,1121.2924549253612,0.345265445490716,23,True,-891705128.47059
6,27,0.5700000000000003,1141.1942935051973,0.3434282686774188,12,True,-915899017.6679142
6,28,0.5800000000000003,1160.650231513518,0.3414550507758781,17,True,-941207127.5028629
6,29,0.5900000000000003,1180.2503611508482,0.3395797515939756,15,True,-967689232.0249276
6,30,0.6000000000000003,1199.5684772237978,0.3376416713798208,12,True,-995409236.5506154
7,0,0.3,584.9279376747531,0.3902579395316808,103,True,-557468953.0853779
7,1,0.31,605.6884159841328,0.3886528091767948,11,True,-565552052.7560848
7,2,0.32,626.4660857396738,0.3870217429756361,19,True,-574045199.217428
7,3,0.33,647.2829725654299,0.3853943343374807,14,True,-582959316.1992753
7,4,0.34,668.1432973972694,0.38377724904917204,12,True,-592306364.015368
7,5,0.35000000000000003,688.9886199854204,0.38211731836457946,57,True,-602099358.603498
7,6,0.36000000000000004,709.8338561878963,0.3804365814446736,9,True,-612352396.3061812
7,7,0.37000000000000005,730.8274530661014,0.378867147463549,9,True,-623080687.8051167
7,8,0.38000000000000006,751.684094078322,0.3771648219090821,9,True,-634300593.4152703
7,9,0.39000000000000007,772.6046238651014,0.3755057108907529,23,True,-646029668.9206036
7,10,0.4000000000000001,793.511516648796,0.3738292226273954,11,True,-658286716.7840812
7,11,0.4100000000000001,814.4167513903855,0.3721486157646123,10,True,-671091842.4963751
7,12,0.4200000000000001,835.3007265348615,0.3704534606536456,24,True,-684466518.5982677
7,13,0.4300000000000001,856.1483021013969,0.3687379892662912,193,True,-698433655.4467753
7,14,0.4400000000000001,876.9912700127206,0.3670270986806613,200,False,-713017679.3453444
7,15,0.4500000000000001,897.7907548384204,0.36529903281734855,15,True,-728244618.2478744
7,16,0.46000000000000013,918.4734564702718,0.36351524935306045,200,False,-744142195.4046059
7,17,0.47000000000000014,939.292207231075,0.3618264394749845,9,True,-760739934.4659312
7,18,0.48000000000000015,959.8826995905317,0.3600271767268996,14,True,-778069267.4849323
7,19,0.49000000000000016,980.4876414445065,0.3582582059787845,16,True,-796163661.1956913
7,20,0.5000000000000002,1000.9869850580419,0.3564581201733992,15,True,-815058749.0276968
7,21,0.5100000000000002,1021.4296449176921,0.35465606936090865,12,True,-834792476.8681831
7,22,0.5200000000000002,1041.7511337672945,0.35282415414937235,15,True,-855405261.440277
7,23,0.5300000000000002,1061.9658459115324,0.3509740116393927,9,True,-876940163.2640156
7,24,0.5400000000000003,1082.1755609236652,0.34915407939753007,32,True,-899443075.6549529
7,25,0.5500000000000003,1102.0892383293935,0.3472402557797706,9,True,-922962927.9580064
7,26,0.5600000000000003,1122.1058256545107,0.3454069545910854,13,True,-947551915.0737845
7,27,0.5700000000000003,1141.911133353219,0.3435239726097449,15,True,-973265734.788805
7,28,0.5800000000000003,1161.59662126881,0.3416329618893741,8,True,-1000163862.6454124
7,29,0.5900000000000003,1180.93860227563,0.33965336435589594,16,True,-1028309841.6215582
7,30,0.6000000000000003,1200.439725466889,0.3377763504673363,29,True,-1057771606.573506
8,0,0.3,584.4361440309657,0.3899637833964743,124,True,-590189286.8089149
8,1,0.31,605.1372196088005,0.3883160325878897,19,True,-598745017.2956709
8,2,0.32,625.919278308964,0.3867161789731458,10,True,-607734807.2785965
8,3,0.33,646.72053472142,0.38509674924116527,14,True,-617170216.2681063
8,4,0.34,667.5423987588284,0.3834648801606855,52,True,-627063901.5532744
8,5,0.35000000000000003,688.3896716925343,0.38182971910284963,15,True,-637429637.5222956
8,6,0.36000000000000004,709.2425299310056,0.38017690983208385,10,True,-648282342.7199144
8,7,0.37000000000000005,730.1587266929123,0.3785607666884557,9,True,-659638113.5567653
8,8,0.38000000000000006,751.0084398531665,0.37687357166222435,13,True,-671514265.1227152
8,9,0.39000000000000007,771.8994865875754,0.3752110111068237,10,True,-683929377.0104297
8,10,0.4000000000000001,792.7826497141655,0.37353595545310025,12,True,-696903348.1684458
8,11,0.4100000000000001,813.6598893536599,0.37185389892482096,16,True,-710457456.745506
8,12,0.4200000000000001,834.5103266082845,0.3701538936113052,14,True,-724614427.7517499
8,13,0.4300000000000001,855.3474688744556,0.36844942005638603,11,True,-739398507.9100441
8,14,0.4400000000000001,876.1800125196052,0.3667489130000147,9,True,-754835548.2274241
8,15,0.4500000000000001,896.9332524492324,0.3650089249516441,11,True,-770953095.1684495
8,16,0.46000000000000013,917.6451309852221,0.36325840106354307,11,True,-787780489.4013819
8,17,0.47000000000000014,938.3071615791605,0.36149606458147016,9,True,-805348975.2874091
8,18,0.48000000000000015,958.9569689334186,0.3597458497296292,90,True,-823691819.561387
8,19,0.49000000000000016,979.4904879366518,0.3579543888736036,13,True,-842844440.6593874
8,20,0.5000000000000002,999.9933823071526,0.35617132238429633,11,True,-862844550.337492
8,21,0.5100000000000002,1020.3921113081958,0.35436224136650846,10,True,-883732307.5032488
8,22,0.5200000000000002,1040.7538551891523,0.352563408629007,13,True,-905550485.7974151
8,23,0.5300000000000002,1060.923983440357,0.3507058700709994,16,True,-928344657.6852872
8,24,0.5400000000000003,1081.0324902034745,0.34885439595054446,10,True,-952163391.44862
8,25,0.5500000000000003,1101.0065645604031,0.34697963899322726,12,True,-977058471.0267216
8,26,0.5600000000000003,1120.861633834894,0.34509216817072325,11,True,-1003085132.1874877
8,27,0.5700000000000003,1140.6505029299267,0.3432160924008266,10,True,-1030302322.4061725
8,28,0.5800000000000003,1160.2473662542432,0.34130400052623094,23,True,-1058772983.6793603
8,29,0.5900000000000003,1179.8103047729962,0.339419882243778,15,True,-1088564363.455007
8,30,0.6000000000000003,1199.0775174210817,0.3374686805237827,11,True,-1119748355.2904468
9,0,0.3,584.260048632266,0.38989817975285423,18,True,-623032723.7736977
9,1,0.31,604.9769273623901,0.3882762433687557,10,True,-632063033.7375883
9,2,0.32,625.7389493514489,0.38666085381473825,200,False,-641551503.9506476
9,3,0.33,646.5299093657165,0.3850374757168067,12,True,-651510333.2830105
9,4,0.34,667.3478640153932,0.3834083462287139,110,True,-661952878.6602631
9,5,0.35000000000000003,688.1698583092568,0.38175575215967034,14,True,-672893676.0967058
9,6,0.36000000000000004,709.0382054727365,0.3801234906447935,9,True,-684348469.4213014
9,7,0.37000000000000005,729.8959760115414,0.3784631975653275,9,True,-696334245.2947075
9,8,0.38000000000000006,750.7822960361855,0.37681309420658554,63,True,-708869276.5276474
9,9,0.39000000000000007,771.7448139913579,0.37521163134111335,12,True,-721973170.1840906
9,10,0.4000000000000001,792.5551717348266,0.3734849966075885,71,True,-735666928.2213321
9,11,0.4100000000000001,813.4246903196514,0.37180212167026017,11,True,-749973003.966035
9,12,0.4200000000000001,834.2777062717091,0.3701084443164931,34,True,-764915380.5556629
9,13,0.4300000000000001,855.0977503321218,0.3683968795160697,47,True,-780519646.3534266
9,14,0.4400000000000001,875.8973886286268,0.36667987754700976,16,True,-796813082.8517216
9,15,0.4500000000000001,896.6773502892556,0.36496088728102416,109,True,-813824760.4877795
9,16,0.46000000000000013,917.3996377311695,0.3632202702386416,12,True,-831585643.6082176
9,17,0.47000000000000014,938.0573865517002,0.36145885798958954,12,True,-850128705.3106363
9,18,0.48000000000000015,958.6793418023796,0.3596967518085911,10,True,-869489052.8716584
9,19,0.49000000000000016,979.1962394010858,0.35790012323982834,17,True,-889704064.2610915
9,20,0.5000000000000002,999.7101758861652,0.3561261882603463,12,True,-910813538.06436
9,21,0.5100000000000002,1020.1180359592321,0.3543246850638249,20,True,-932859854.4938955
9,22,0.5200000000000002,1040.4204499528812,0.3525008363792666,12,True,-955888153.8859022
