Tabela,Row,Alpha,B,t,Iteracoes,Success,Objective
2,13,0.4300000000000001,856.2829577005828,0.36884721544483984,11,True,-164348622.24611154
2,14,0.4400000000000001,877.1227838187261,0.367130399005334,11,True,-167780429.32951647
2,15,0.4500000000000001,897.8372847966043,0.365347049138054,9,True,-171363518.94114953
2,16,0.46000000000000013,918.6647349481898,0.3636463277299083,10,True,-175104414.6169837
2,17,0.47000000000000014,939.357534655745,0.3618821026500619,13,True,-179010062.69628143
2,18,0.48000000000000015,960.0097702549252,0.36011451817902623,11,True,-183087859.36857533
2,19,0.49000000000000016,980.5923084107254,0.3583309679083036,54,True,-187345679.178241
2,20,0.5000000000000002,1001.1398405027784,0.35655280415334495,15,True,-191791906.4628958
2,21,0.5100000000000002,1021.532160763762,0.35472323076664836,19,True,-196435469.73390523
2,22,0.5200000000000002,1041.8718228528282,0.35289774813113767,15,True,-201285878.70318335
2,23,0.5300000000000002,1062.124790531725,0.351062645567114,13,True,-206353265.21903947
2,24,0.5400000000000003,1082.241977418916,0.349199461490312,69,True,-211648427.45916966
2,25,0.5500000000000003,1102.1602662217044,0.3472862831738854,9,True,-217182878.10078904
2,26,0.5600000000000003,1122.1936562169078,0.34545856182931955,86,True,-222968898.13355604
2,27,0.5700000000000003,1141.8918086712204,0.3435316356403586,10,True,-229019592.35433057
2,28,0.5800000000000003,1161.6144188791488,0.3416548015036826,11,True,-235348954.89323273
2,29,0.5900000000000003,1181.120729556275,0.3397357928129252,15,True,-241971936.35281196
2,30,0.6000000000000003,1200.3203654473211,0.3377477177650345,16,True,-248904520.1289846
