a,B,t1,t2,w_lim,fun,success,Objective,Iteracoes
0.3,5000.0,0.0105667709076936,0.9999999999785462,999.9999999855393,-1389.4700324103114,True,-1389.4700324103114,45
0.44999999999999996,5000.0,3.7726654160388403e-13,0.24467876262414875,5.61154721722127,-1944.549673231647,True,-1944.549673231647,40
0.5999999999999999,5000.0,0.0,0.2429503942641522,2.5779439211276505,-3145.8912173521435,True,-3145.8912173521435,28
